"show_id","type","title","director","listed_in","description","country","date_added","rating"
"s7876","Movie","Road to Yesterday","Ishaya Bako","Dramas, International Movies","Their marriage failing, Victoria and Izu try to reconnect during a road trip. But bringing long-repressed secrets to light threatens yet more discord.","Nigeria","July 1, 2016","TV-14"
"s7880","Movie","Rocky","John G. Avildsen","Action & Adventure, Classic Movies, Dramas","Sylvester Stallone shot to fame as Rocky Balboa, an unknown fighter who's given a shot at fighting world champ Apollo Creed as a publicity stunt.","United States","August 1, 2019","PG"
"s7881","Movie","Rocky II","Sylvester Stallone","Dramas, Sports Movies","Featuring a rousing climax, this engaging sequel finds boxer Rocky Balboa returning to the ring for a rematch against reigning champ Apollo Creed.","United States","August 1, 2019","PG"
"s7882","Movie","Rocky III","Sylvester Stallone","Dramas, Sports Movies","After taking a pounding from a powerful young fighter, humbled world champ Rocky Balboa turns to ex-rival Apollo Creed for help in regaining his form.","United States","August 1, 2019","PG"
"s7883","Movie","Rocky IV","Sylvester Stallone","Dramas, Sports Movies","Rocky Balboa takes on the Cold War, coming out of retirement to battle a Soviet fighter who pulverized Rocky's friend and former rival, Apollo Creed.","United States","August 1, 2019","PG"
"s7884","Movie","Rocky V","John G. Avildsen","Dramas, Sports Movies","Inspired by the memory of his trainer, a broke and seemingly careerless Rocky finds glory in training and takes on an up-and-coming boxer.","United States","August 1, 2019","PG-13"
"s7886","Movie","Roh's Beauty","Sameh Abdulaziz","Dramas, International Movies","Hoping to earn money to support her son, a single mother sings in a nightclub, where danger lurks around every corner.","Egypt","April 19, 2019","TV-MA"
"s7890","Movie","Room","Lenny Abrahamson","Dramas, Independent Movies","Kidnapped, confined to a tiny room and raped, a young woman gives birth to a son. When he reaches his fifth birthday, she begins plotting an escape.","Ireland, Canada, United Kingdom, United States","July 19, 2018","R"
"s7896","Movie","Rounders","John Dahl","Dramas","A law student befriends and befoes a fellow gambling addict and a club owner, and tensions run high when they must come up with $15k in just 5 days.","United States","November 1, 2019","R"
"s7899","Movie","Rukh","Atanu Mukherjee","Dramas, Independent Movies, International Movies","Following the untimely death of his father, a young man begins to reconnect with his family while uncovering some difficult truths.","India","April 1, 2018","TV-MA"
"s7905","Movie","Running for Grace","David L. Cunningham","Dramas, Romantic Movies","In 1920s Hawaii, a young man of mixed race and the daughter of a white plantation owner must overcome racial and class prejudice to be together.","United States","June 19, 2019","TV-14"
"s7911","Movie","Rustom","Dharmendra Suresh Desai","Dramas, International Movies","A decorated naval officer kills his wife's lover, leading to a sensational trial and a national obsession over passion versus premeditated murder.","India","January 6, 2017","TV-14"
"s7914","Movie","Saath Saath","Raman Kumar","Dramas, Independent Movies, International Movies","A young woman falls for her classmate’s idealistic, non-materialistic ways, but is troubled upon seeing his principles change after they marry.","India","December 31, 2019","TV-14"
"s7916","Movie","Sadece Sen","Hakan Yonat","Dramas, International Movies, Romantic Movies","An ex-boxer falls in love with a blind woman and starts to build a new life, but his violent past returns to endanger them both.","Turkey","March 10, 2017","TV-MA"
"s7918","Movie","Sadma","Balu Mahendra","Dramas, International Movies, Romantic Movies","After a traumatic injury leaves her with amnesia and age regression, a young woman is sold to a brothel before a teacher becomes her savior.","India","December 31, 2019","TV-14"
"s7922","Movie","Saheb Bibi Golaam","Pratim D. Gupta","Dramas, International Movies","A charming cabbie, a cop turned assassin and a housewife who’s also a hooker share one thing in common: a bizarre and violent afternoon in Kolkata.","India","January 1, 2017","TV-MA"
"s7923","Movie","Sairat","Nagraj Manjule","Dramas, International Movies, Romantic Movies","When two college students – a rich man’s daughter and a fisherman’s son – defy social edicts by falling in love, violence erupts in their village.","India","April 1, 2018","TV-14"
"s7924","Movie","Sakhi","Sanjay Soorkar","Dramas, International Movies, Music & Musicals","Caught in a downward spiral of failed career moves, misguided ambitions and bad relations, a pair of lost souls find hope in an unexpected friendship.","India","February 15, 2018","TV-PG"
"s7925","Movie","Salem: His Sister's Father","Mohamed Hamdy","Dramas, International Movies","A street vendor's simple life is turned upside down after the Egyptian revolution of 2011, forcing him to contend with criminals and cops alike.","Egypt","June 22, 2019","TV-14"
"s7926","Movie","Samantaral","Partha Chakraborty","Dramas, International Movies","On a family visit, a young man and his girlfriend set out to discover why his eccentric uncle has been mysteriously confined to one room for years.","India","September 15, 2018","TV-MA"
"s7927","Movie","Samarppanam","K. Gopinathan","Dramas, International Movies","When a young girl is killed in a suspicious train accident, three very different lives become intertwined in their quest for answers.","India","March 1, 2018","TV-PG"
"s7929","Movie","Samson","Bruce MacDonald, Gabriel Sabloff","Action & Adventure, Dramas, Faith & Spirituality","The Biblical story of Samson becomes this sword-and-sandals epic about an Israelite warrior whose God-given brawn is undone by a beautiful temptress.","South Africa, United States","December 14, 2018","PG-13"
"s7932","Movie","Sanai Choughade","Rajeev Patil","Comedies, Dramas, International Movies","In an effort to honor the family matriarch's dying wish, Urmila and her husband, Shrikant, embark on a quest to find a husband for charismatic yet choosey Sai. But some things are easier said than done.","India","January 1, 2018","TV-14"
"s7933","Movie","Sangam","Raj Kapoor","Classic Movies, Dramas, International Movies","Returning home from war after being assumed dead, a pilot weds the woman he has long loved, unaware that she had been planning to marry his best friend.","India","December 31, 2019","TV-14"
"s7936","Movie","Sarah's Key","Gilles Paquet-Brenner","Dramas, International Movies","Paris, 1942: To protect her brother from the police arresting Jewish families, a young girl hides him away, promising to come back for him.","France","September 21, 2019","PG-13"
"s7939","Movie","Sarivar Sari","Gajendra Ahire","Dramas, International Movies","Raised in working-class Mumbai, Manisha has an independent spirit that angers her father, who favors Manisha's medical student sister, Mini. Things reach a breaking point when Manisha's father beats her for accepting a modeling contract.","India","February 15, 2018","TV-14"
"s7940","Movie","Sarvopari Palakkaran","Venugopan","Dramas, International Movies","In the course of a human trafficking investigation, a conservative cop crosses paths with an artist-activist in a clash of worldviews.","India","July 1, 2018","TV-14"
"s7941","Movie","Sat Sri Akal","Kamal Sahani","Dramas, Faith & Spirituality, International Movies","Based on true events, this moving story centers on a Punjabi family whose celebration of their faith endures in the face of conflicting attitudes.","India","January 30, 2019","TV-14"
"s7944","Movie","Satrangi Re","Aditya Sarpotdar","Dramas, International Movies, Music & Musicals","Friends in their last year of college contemplate the future of their band as they juggle questions of love, work, family and identity.","India","March 15, 2018","TV-14"
"s7945","Movie","Satte Pe Satta","Raj N. Sippy","Comedies, Cult Movies, Dramas","The eldest of seven brothers who run a family farm together marries a pretty nurse, inspiring his country-bumpkin siblings to follow his example.","India","December 31, 2019","TV-14"
"s7946","Movie","Saturday Church","Damon Cardasis","Dramas, LGBTQ Movies","A teen struggling with gender identity and family tensions seeks hope and support in New York City's underground LGBTQ ballroom community.","United States","October 6, 2020","TV-MA"
"s7950","Movie","Saving Mr. Banks","John Lee Hancock","Comedies, Dramas","When Walt Disney sets his sights on obtaining the rights to the children's classic Mary Poppins, the book's author proves a tough nut to crack.","United States, United Kingdom, Australia","March 2, 2019","PG-13"
"s7951","Movie","Saving Zoë","Jeffrey G. Hunt","Dramas","A reserved high school freshman acts out when she recovers a diary that offers clues to a secret world that could be behind her sister's murder.","United States","January 15, 2020","R"
"s7952","Movie","Say When","Lynn Shelton","Comedies, Dramas, Independent Movies","Desperately clinging to her youth, 28-year-old Megan tells her boyfriend she's attending a career seminar but hangs out with a teenage friend instead.","United States","July 19, 2018","R"
"s7958","Movie","Schindler's List","Steven Spielberg","Classic Movies, Dramas","Oskar Schindler becomes an unlikely humanitarian, spending his entire fortune to help save 1,100 Jews from Auschwitz during World War II.","United States","April 1, 2018","R"
"s7959","Movie","School Daze","Spike Lee","Comedies, Dramas","At a Historically Black College, a student activist and his cousin pledging a fraternity navigate social divides amid parties, protests and conflicts.","United States","November 1, 2020","R"
"s7965","Movie","Searching for Bobby Fischer","Steven Zaillian","Children & Family Movies, Classic Movies, Dramas","When a father learns that his 7-year-old son is a whiz at speed chess, he hires an implacable chess master to coach the boy for competitions.","United States","December 7, 2020","PG"
"s7968","Movie","Secret","Jay Chou","Dramas, International Movies, Music & Musicals","Enchanted by a pretty pianist and the haunting melody she plays, a musical prodigy falls in love. But a secret soon threatens to derail their romance.","Hong Kong, Taiwan","July 1, 2018","TV-PG"
"s7970","Movie","Secret in Their Eyes","Billy Ray","Dramas, Thrillers","A former FBI investigator reopens the haunting 13-year-old murder case of his colleague, only to uncover shocking truths hidden since then.","United States, United Kingdom, Spain, South Korea","April 1, 2018","PG-13"
